chapter_name,sub_chapter_name,category_name,sub_category_name,hsn,rate
"Chapter 84 : Nuclear reactors,boilers,machinery and mechanical appliances; parts thereof","OTHER OFFICE MACHINES (FOR EXAMPLE, HECTOGRAPH OR STENCIL DUPLICATING MACHINES, ADDRESSING MACHINES, AUTOMATIC BANK NOTE DISPENSERS, COIN SORTING MACHINES, COIN COUNTING OR WRAPPING MACHINES, PENCIL- SHARPENING MACHINES, PERFORATING OR STAPLING MACHINE) ",Other: ,Stapling machines (staplers),HSN 8472 90 10,18
"Chapter 84 : Nuclear reactors,boilers,machinery and mechanical appliances; parts thereof","AUTOMATIC DATA PROCESSING MACHINES AND UNITS THEREOF; MAGNETIC OR OPTICAL READERS, MACHINES FOR TRANSCRIBING DATA ON TO DATA MEDIA IN CODED FORM AND MACHINES FOR PROCESSING SUCH DATA, NOT ELSEWHERE SPECIFIED OR INCLUDED ",Storage units: ,Removable or exchangeable disc drives,HSN 8471 70 30,5
"Chapter 84 : Nuclear reactors,boilers,machinery and mechanical appliances; parts thereof","AUTOMATIC DATA PROCESSING MACHINES AND UNITS THEREOF; MAGNETIC OR OPTICAL READERS, MACHINES FOR TRANSCRIBING DATA ON TO DATA MEDIA IN CODED FORM AND MACHINES FOR PROCESSING SUCH DATA, NOT ELSEWHERE SPECIFIED OR INCLUDED ",Printer: ,Other,HSN 8471 60 90,
"Chapter 84 : Nuclear reactors,boilers,machinery and mechanical appliances; parts thereof","AUTOMATIC DATA PROCESSING MACHINES AND UNITS THEREOF; MAGNETIC OR OPTICAL READERS, MACHINES FOR TRANSCRIBING DATA ON TO DATA MEDIA IN CODED FORM AND MACHINES FOR PROCESSING SUCH DATA, NOT ELSEWHERE SPECIFIED OR INCLUDED ",Storage units: ,Floppy disc drives,HSN 8471 70 10,5
"Chapter 84 : Nuclear reactors,boilers,machinery and mechanical appliances; parts thereof","AUTOMATIC DATA PROCESSING MACHINES AND UNITS THEREOF; MAGNETIC OR OPTICAL READERS, MACHINES FOR TRANSCRIBING DATA ON TO DATA MEDIA IN CODED FORM AND MACHINES FOR PROCESSING SUCH DATA, NOT ELSEWHERE SPECIFIED OR INCLUDED ",Printer: ,Keyboard,HSN 8471 60 40,5
"Chapter 84 : Nuclear reactors,boilers,machinery and mechanical appliances; parts thereof","AUTOMATIC DATA PROCESSING MACHINES AND UNITS THEREOF; MAGNETIC OR OPTICAL READERS, MACHINES FOR TRANSCRIBING DATA ON TO DATA MEDIA IN CODED FORM AND MACHINES FOR PROCESSING SUCH DATA, NOT ELSEWHERE SPECIFIED OR INCLUDED ",Printer: ,Other,HSN 8471 60 29,
"Chapter 84 : Nuclear reactors,boilers,machinery and mechanical appliances; parts thereof","AUTOMATIC DATA PROCESSING MACHINES AND UNITS THEREOF; MAGNETIC OR OPTICAL READERS, MACHINES FOR TRANSCRIBING DATA ON TO DATA MEDIA IN CODED FORM AND MACHINES FOR PROCESSING SUCH DATA, NOT ELSEWHERE SPECIFIED OR INCLUDED ",Printer: ,Mouse,HSN 8471 60 60,5
"Chapter 84 : Nuclear reactors,boilers,machinery and mechanical appliances; parts thereof","AUTOMATIC DATA PROCESSING MACHINES AND UNITS THEREOF; MAGNETIC OR OPTICAL READERS, MACHINES FOR TRANSCRIBING DATA ON TO DATA MEDIA IN CODED FORM AND MACHINES FOR PROCESSING SUCH DATA, NOT ELSEWHERE SPECIFIED OR INCLUDED ",Storage units: ,Hard disc drives,HSN 8471 70 20,5
"Chapter 84 : Nuclear reactors,boilers,machinery and mechanical appliances; parts thereof","AUTOMATIC DATA PROCESSING MACHINES AND UNITS THEREOF; MAGNETIC OR OPTICAL READERS, MACHINES FOR TRANSCRIBING DATA ON TO DATA MEDIA IN CODED FORM AND MACHINES FOR PROCESSING SUCH DATA, NOT ELSEWHERE SPECIFIED OR INCLUDED ",Printer: ,Plotter,HSN 8471 60 25,5
"Chapter 84 : Nuclear reactors,boilers,machinery and mechanical appliances; parts thereof","AUTOMATIC DATA PROCESSING MACHINES AND UNITS THEREOF; MAGNETIC OR OPTICAL READERS, MACHINES FOR TRANSCRIBING DATA ON TO DATA MEDIA IN CODED FORM AND MACHINES FOR PROCESSING SUCH DATA, NOT ELSEWHERE SPECIFIED OR INCLUDED ","Comprising in the same housing at least a central processing unit and an input and output unit, whether or not combined: ","Processing units other than those of sub-headings 8471 41 or 8471 49, whether or not containing in the same housing one or two of the following types of unit: storage units, input units, output units",HSN 8471 50 00,5
"Chapter 84 : Nuclear reactors,boilers,machinery and mechanical appliances; parts thereof","AUTOMATIC DATA PROCESSING MACHINES AND UNITS THEREOF; MAGNETIC OR OPTICAL READERS, MACHINES FOR TRANSCRIBING DATA ON TO DATA MEDIA IN CODED FORM AND MACHINES FOR PROCESSING SUCH DATA, NOT ELSEWHERE SPECIFIED OR INCLUDED ",Printer: ,Graphic printer,HSN 8471 60 24,5
"Chapter 84 : Nuclear reactors,boilers,machinery and mechanical appliances; parts thereof","AUTOMATIC DATA PROCESSING MACHINES AND UNITS THEREOF; MAGNETIC OR OPTICAL READERS, MACHINES FOR TRANSCRIBING DATA ON TO DATA MEDIA IN CODED FORM AND MACHINES FOR PROCESSING SUCH DATA, NOT ELSEWHERE SPECIFIED OR INCLUDED ",Printer: ,Scanners,HSN 8471 60 50,5
"Chapter 84 : Nuclear reactors,boilers,machinery and mechanical appliances; parts thereof","AUTOMATIC DATA PROCESSING MACHINES AND UNITS THEREOF; MAGNETIC OR OPTICAL READERS, MACHINES FOR TRANSCRIBING DATA ON TO DATA MEDIA IN CODED FORM AND MACHINES FOR PROCESSING SUCH DATA, NOT ELSEWHERE SPECIFIED OR INCLUDED ","Comprising in the same housing at least a central processing unit and an input and output unit, whether or not combined: ",Presented in the form of systems,HSN 8471 49 00,5
"Chapter 84 : Nuclear reactors,boilers,machinery and mechanical appliances; parts thereof","AUTOMATIC DATA PROCESSING MACHINES AND UNITS THEREOF; MAGNETIC OR OPTICAL READERS, MACHINES FOR TRANSCRIBING DATA ON TO DATA MEDIA IN CODED FORM AND MACHINES FOR PROCESSING SUCH DATA, NOT ELSEWHERE SPECIFIED OR INCLUDED ","Input or output units, whether or not containing storage units in the same housing: ",Combined input or out put units,HSN 8471 60 10,5
"Chapter 84 : Nuclear reactors,boilers,machinery and mechanical appliances; parts thereof","AUTOMATIC DATA PROCESSING MACHINES AND UNITS THEREOF; MAGNETIC OR OPTICAL READERS, MACHINES FOR TRANSCRIBING DATA ON TO DATA MEDIA IN CODED FORM AND MACHINES FOR PROCESSING SUCH DATA, NOT ELSEWHERE SPECIFIED OR INCLUDED ","Comprising in the same housing at least a central processing unit and an input and output unit, whether or not combined: ",Large or main frame computer,HSN 8471 41 20,5
"Chapter 84 : Nuclear reactors,boilers,machinery and mechanical appliances; parts thereof","AUTOMATIC DATA PROCESSING MACHINES AND UNITS THEREOF; MAGNETIC OR OPTICAL READERS, MACHINES FOR TRANSCRIBING DATA ON TO DATA MEDIA IN CODED FORM AND MACHINES FOR PROCESSING SUCH DATA, NOT ELSEWHERE SPECIFIED OR INCLUDED ","Portable digital automatic data processing machines, weighing not more than 10 kg. Consisting of at least a central processing unit, a keyboard and a display: ",Personal computer,HSN 8471 30 10,5
"Chapter 84 : Nuclear reactors,boilers,machinery and mechanical appliances; parts thereof","CALCULATING MACHINES AND POCKET-SIZE DATA RECORDING, REPRODUCING AND DISPLAYING MACHINES WITH CALCULATING FUNCTIONS; ACCOUNTING MACHINES, POSTAGE-FRANKING MACHINES, TICKET-ISSUING MACHINES AND SIMILAR MACHINES, INCORPORATING A CALCULATING DEVICE; CASH REGISTERS ",Other: ,Manually operated,HSN 8470 90 20,18
"Chapter 84 : Nuclear reactors,boilers,machinery and mechanical appliances; parts thereof","CALCULATING MACHINES AND POCKET-SIZE DATA RECORDING, REPRODUCING AND DISPLAYING MACHINES WITH CALCULATING FUNCTIONS; ACCOUNTING MACHINES, POSTAGE-FRANKING MACHINES, TICKET-ISSUING MACHINES AND SIMILAR MACHINES, INCORPORATING A CALCULATING DEVICE; CASH REGISTERS ",Other: ,Electrically operated,HSN 8470 90 10,18
"Chapter 84 : Nuclear reactors,boilers,machinery and mechanical appliances; parts thereof","CALCULATING MACHINES AND POCKET-SIZE DATA RECORDING, REPRODUCING AND DISPLAYING MACHINES WITH CALCULATING FUNCTIONS; ACCOUNTING MACHINES, POSTAGE-FRANKING MACHINES, TICKET-ISSUING MACHINES AND SIMILAR MACHINES, INCORPORATING A CALCULATING DEVICE; CASH REGISTERS ",Cash registers: ,Electrically operated,HSN 8470 50 10,18
"Chapter 84 : Nuclear reactors,boilers,machinery and mechanical appliances; parts thereof","CALCULATING MACHINES AND POCKET-SIZE DATA RECORDING, REPRODUCING AND DISPLAYING MACHINES WITH CALCULATING FUNCTIONS; ACCOUNTING MACHINES, POSTAGE-FRANKING MACHINES, TICKET-ISSUING MACHINES AND SIMILAR MACHINES, INCORPORATING A CALCULATING DEVICE; CASH REGISTERS ",Other electronic calculating machines: ,Other,HSN 8470 29 00,
"Chapter 84 : Nuclear reactors,boilers,machinery and mechanical appliances; parts thereof","CALCULATING MACHINES AND POCKET-SIZE DATA RECORDING, REPRODUCING AND DISPLAYING MACHINES WITH CALCULATING FUNCTIONS; ACCOUNTING MACHINES, POSTAGE-FRANKING MACHINES, TICKET-ISSUING MACHINES AND SIMILAR MACHINES, INCORPORATING A CALCULATING DEVICE; CASH REGISTERS ",,"Electronic calculators capable of operation without an external source of electric power and pocket-size data recording, reproducing and displaying machines with calculating functions",HSN 8470 10 00,18
"Chapter 84 : Nuclear reactors,boilers,machinery and mechanical appliances; parts thereof","MACHINERY AND APPARATUS FOR SOLDERING, BRAZING OR WELDING WHETHER OR NOT CAPABLE OF CUTTING, OTHER THAN THOSE OF HEADING 8415; GAS-OPERATED SURFACE TEMPERING MACHINES AND APPLIANCES ",Other gas-operated machinery and apparatus: ,Parts,HSN 8468 90 00,5
"Chapter 84 : Nuclear reactors,boilers,machinery and mechanical appliances; parts thereof","CALCULATING MACHINES AND POCKET-SIZE DATA RECORDING, REPRODUCING AND DISPLAYING MACHINES WITH CALCULATING FUNCTIONS; ACCOUNTING MACHINES, POSTAGE-FRANKING MACHINES, TICKET-ISSUING MACHINES AND SIMILAR MACHINES, INCORPORATING A CALCULATING DEVICE; CASH REGISTERS ",Other electronic calculating machines: ,Incorporating a printing device,HSN 8470 21 00,18
"Chapter 84 : Nuclear reactors,boilers,machinery and mechanical appliances; parts thereof","AUTOMATIC DATA PROCESSING MACHINES AND UNITS THEREOF; MAGNETIC OR OPTICAL READERS, MACHINES FOR TRANSCRIBING DATA ON TO DATA MEDIA IN CODED FORM AND MACHINES FOR PROCESSING SUCH DATA, NOT ELSEWHERE SPECIFIED OR INCLUDED ","Comprising in the same housing at least a central processing unit and an input and output unit, whether or not combined: ",Other,HSN 8471 41 90,
"Chapter 84 : Nuclear reactors,boilers,machinery and mechanical appliances; parts thereof","CALCULATING MACHINES AND POCKET-SIZE DATA RECORDING, REPRODUCING AND DISPLAYING MACHINES WITH CALCULATING FUNCTIONS; ACCOUNTING MACHINES, POSTAGE-FRANKING MACHINES, TICKET-ISSUING MACHINES AND SIMILAR MACHINES, INCORPORATING A CALCULATING DEVICE; CASH REGISTERS ",Other electronic calculating machines: ,Other calculating machines,HSN 8470 30 00,18
"Chapter 84 : Nuclear reactors,boilers,machinery and mechanical appliances; parts thereof","CALCULATING MACHINES AND POCKET-SIZE DATA RECORDING, REPRODUCING AND DISPLAYING MACHINES WITH CALCULATING FUNCTIONS; ACCOUNTING MACHINES, POSTAGE-FRANKING MACHINES, TICKET-ISSUING MACHINES AND SIMILAR MACHINES, INCORPORATING A CALCULATING DEVICE; CASH REGISTERS ",Cash registers: ,Manually operated,HSN 8470 50 20,18
"Chapter 84 : Nuclear reactors,boilers,machinery and mechanical appliances; parts thereof","MACHINERY AND APPARATUS FOR SOLDERING, BRAZING OR WELDING WHETHER OR NOT CAPABLE OF CUTTING, OTHER THAN THOSE OF HEADING 8415; GAS-OPERATED SURFACE TEMPERING MACHINES AND APPLIANCES ",Other gas-operated machinery and apparatus: ,Other machinery and apparatus,HSN 8468 80 00,18
"Chapter 84 : Nuclear reactors,boilers,machinery and mechanical appliances; parts thereof","MACHINERY AND APPARATUS FOR SOLDERING, BRAZING OR WELDING WHETHER OR NOT CAPABLE OF CUTTING, OTHER THAN THOSE OF HEADING 8415; GAS-OPERATED SURFACE TEMPERING MACHINES AND APPLIANCES ",Other gas-operated machinery and apparatus: ,Other,HSN 8468 20 90,
"Chapter 84 : Nuclear reactors,boilers,machinery and mechanical appliances; parts thereof","TOOLS FOR WORKING IN THE HAND, PNEUMATIC, HYDRAULIC OR WITH SELF-CONTAINED ELECTRIC OR NON- ELECTRIC MOTOR ",Parts: ,Other,HSN 8467 99 00,
"Chapter 84 : Nuclear reactors,boilers,machinery and mechanical appliances; parts thereof","TOOLS FOR WORKING IN THE HAND, PNEUMATIC, HYDRAULIC OR WITH SELF-CONTAINED ELECTRIC OR NON- ELECTRIC MOTOR ",With self-contained electric motor: ,Other,HSN 8467 29 00,
"Chapter 84 : Nuclear reactors,boilers,machinery and mechanical appliances; parts thereof","TOOLS FOR WORKING IN THE HAND, PNEUMATIC, HYDRAULIC OR WITH SELF-CONTAINED ELECTRIC OR NON- ELECTRIC MOTOR ",Other tools: ,Chain saws,HSN 8467 81 00,18
"Chapter 84 : Nuclear reactors,boilers,machinery and mechanical appliances; parts thereof","MACHINERY AND APPARATUS FOR SOLDERING, BRAZING OR WELDING WHETHER OR NOT CAPABLE OF CUTTING, OTHER THAN THOSE OF HEADING 8415; GAS-OPERATED SURFACE TEMPERING MACHINES AND APPLIANCES ",,Hand-held blow pipes,HSN 8468 10 00,18
"Chapter 84 : Nuclear reactors,boilers,machinery and mechanical appliances; parts thereof","TOOLS FOR WORKING IN THE HAND, PNEUMATIC, HYDRAULIC OR WITH SELF-CONTAINED ELECTRIC OR NON- ELECTRIC MOTOR ",Parts: ,Of pneumatic tools,HSN 8467 92 00,18
"Chapter 84 : Nuclear reactors,boilers,machinery and mechanical appliances; parts thereof","TOOLS FOR WORKING IN THE HAND, PNEUMATIC, HYDRAULIC OR WITH SELF-CONTAINED ELECTRIC OR NON- ELECTRIC MOTOR ",With self-contained electric motor: ,Saws,HSN 8467 22 00,12
"Chapter 84 : Nuclear reactors,boilers,machinery and mechanical appliances; parts thereof","MACHINERY AND APPARATUS FOR SOLDERING, BRAZING OR WELDING WHETHER OR NOT CAPABLE OF CUTTING, OTHER THAN THOSE OF HEADING 8415; GAS-OPERATED SURFACE TEMPERING MACHINES AND APPLIANCES ",Other gas-operated machinery and apparatus: ,Welding or cutting machines,HSN 8468 20 10,18
"Chapter 84 : Nuclear reactors,boilers,machinery and mechanical appliances; parts thereof","TOOLS FOR WORKING IN THE HAND, PNEUMATIC, HYDRAULIC OR WITH SELF-CONTAINED ELECTRIC OR NON- ELECTRIC MOTOR ",With self-contained electric motor: ,Drills of all kinds,HSN 8467 21 00,18
"Chapter 84 : Nuclear reactors,boilers,machinery and mechanical appliances; parts thereof","TOOLS FOR WORKING IN THE HAND, PNEUMATIC, HYDRAULIC OR WITH SELF-CONTAINED ELECTRIC OR NON- ELECTRIC MOTOR ",Rotary type (including combined rotary percussion): ,Other,HSN 8467 19 00,
"Chapter 84 : Nuclear reactors,boilers,machinery and mechanical appliances; parts thereof","TOOLS FOR WORKING IN THE HAND, PNEUMATIC, HYDRAULIC OR WITH SELF-CONTAINED ELECTRIC OR NON- ELECTRIC MOTOR ",Rotary type (including combined rotary percussion): ,Others,HSN 8467 11 90,5
"Chapter 84 : Nuclear reactors,boilers,machinery and mechanical appliances; parts thereof","PARTS AND ACCESSORIES SUITABLE FOR USE SOLELY OR PRINCIPALLY WITH THE MACHINES OF HEADINGS 8456 TO  8465 INCLUDING WORK OR TOOL  HOLDERS, SELF- OPENING DIEHEADS,  DIVIDING HEADS AND OTHER ",Other: ,For machines of heading 8465,HSN 8466 92 00,18
"Chapter 84 : Nuclear reactors,boilers,machinery and mechanical appliances; parts thereof","TOOLS FOR WORKING IN THE HAND, PNEUMATIC, HYDRAULIC OR WITH SELF-CONTAINED ELECTRIC OR NON- ELECTRIC MOTOR ",Rotary type (including combined rotary percussion): ,Hammers,HSN 8467 11 20,18
"Chapter 84 : Nuclear reactors,boilers,machinery and mechanical appliances; parts thereof","PARTS AND ACCESSORIES SUITABLE FOR USE SOLELY OR PRINCIPALLY WITH THE MACHINES OF HEADINGS 8456 TO  8465 INCLUDING WORK OR TOOL  HOLDERS, SELF- OPENING DIEHEADS,  DIVIDING HEADS AND OTHER ",Dividing heads and other special attachments for machines: ,Other,HSN 8466 30 90,
"Chapter 84 : Nuclear reactors,boilers,machinery and mechanical appliances; parts thereof","TOOLS FOR WORKING IN THE HAND, PNEUMATIC, HYDRAULIC OR WITH SELF-CONTAINED ELECTRIC OR NON- ELECTRIC MOTOR ",Rotary type (including combined rotary percussion): ,Drills,HSN 8467 11 10,12
"Chapter 84 : Nuclear reactors,boilers,machinery and mechanical appliances; parts thereof","PARTS AND ACCESSORIES SUITABLE FOR USE SOLELY OR PRINCIPALLY WITH THE MACHINES OF HEADINGS 8456 TO  8465 INCLUDING WORK OR TOOL  HOLDERS, SELF- OPENING DIEHEADS,  DIVIDING HEADS AND OTHER ",Dividing heads and other special attachments for machines: ,Jigs and fixtures,HSN 8466 30 20,18
"Chapter 84 : Nuclear reactors,boilers,machinery and mechanical appliances; parts thereof","PARTS AND ACCESSORIES SUITABLE FOR USE SOLELY OR PRINCIPALLY WITH THE MACHINES OF HEADINGS 8456 TO  8465 INCLUDING WORK OR TOOL  HOLDERS, SELF- OPENING DIEHEADS,  DIVIDING HEADS AND OTHER ",Dividing heads and other special attachments for machines: ,Chucks,HSN 8466 30 10,18
"Chapter 84 : Nuclear reactors,boilers,machinery and mechanical appliances; parts thereof","PARTS AND ACCESSORIES SUITABLE FOR USE SOLELY OR PRINCIPALLY WITH THE MACHINES OF HEADINGS 8456 TO  8465 INCLUDING WORK OR TOOL  HOLDERS, SELF- OPENING DIEHEADS,  DIVIDING HEADS AND OTHER ",Other: ,For machines of heading 8464,HSN 8466 91 00,18
"Chapter 84 : Nuclear reactors,boilers,machinery and mechanical appliances; parts thereof","PARTS AND ACCESSORIES SUITABLE FOR USE SOLELY OR PRINCIPALLY WITH THE MACHINES OF HEADINGS 8456 TO  8465 INCLUDING WORK OR TOOL  HOLDERS, SELF- OPENING DIEHEADS,  DIVIDING HEADS AND OTHER ",Tool holders and self-opening dieheads: ,Self-opening dieheads,HSN 8466 10 20,18
"Chapter 84 : Nuclear reactors,boilers,machinery and mechanical appliances; parts thereof","PARTS AND ACCESSORIES SUITABLE FOR USE SOLELY OR PRINCIPALLY WITH THE MACHINES OF HEADINGS 8456 TO  8465 INCLUDING WORK OR TOOL  HOLDERS, SELF- OPENING DIEHEADS,  DIVIDING HEADS AND OTHER ",Tool holders and self-opening dieheads: ,Tool holders,HSN 8466 10 10,18
"Chapter 84 : Nuclear reactors,boilers,machinery and mechanical appliances; parts thereof","MACHINE-TOOLS (INCLUDING MACHINES FOR NAILING, STAPLING, GLUEING OR OTHERWISE ASSEMBLING) FOR WORKING WOOD, CORK, BONE, HARD RUBBER, HARD PLASTICS OR SIMILAR HARD MATERIALS ",Other: ,Other,HSN 8465 99 90,
"Chapter 84 : Nuclear reactors,boilers,machinery and mechanical appliances; parts thereof","MACHINE-TOOLS (INCLUDING MACHINES FOR NAILING, STAPLING, GLUEING OR OTHERWISE ASSEMBLING) FOR WORKING WOOD, CORK, BONE, HARD RUBBER, HARD PLASTICS OR SIMILAR HARD MATERIALS ",Other: ,Lathes,HSN 8465 99 10,18
"Chapter 84 : Nuclear reactors,boilers,machinery and mechanical appliances; parts thereof","MACHINE-TOOLS (INCLUDING MACHINES FOR NAILING, STAPLING, GLUEING OR OTHERWISE ASSEMBLING) FOR WORKING WOOD, CORK, BONE, HARD RUBBER, HARD PLASTICS OR SIMILAR HARD MATERIALS ",Other: ,"Splitting, slicing or paring machines",HSN 8465 96 00,18
"Chapter 84 : Nuclear reactors,boilers,machinery and mechanical appliances; parts thereof","MACHINE-TOOLS (INCLUDING MACHINES FOR NAILING, STAPLING, GLUEING OR OTHERWISE ASSEMBLING) FOR WORKING WOOD, CORK, BONE, HARD RUBBER, HARD PLASTICS OR SIMILAR HARD MATERIALS ",Other: ,Bending or assembling machines,HSN 8465 94 00,18
"Chapter 84 : Nuclear reactors,boilers,machinery and mechanical appliances; parts thereof","MACHINE-TOOLS (INCLUDING MACHINES FOR NAILING, STAPLING, GLUEING OR OTHERWISE ASSEMBLING) FOR WORKING WOOD, CORK, BONE, HARD RUBBER, HARD PLASTICS OR SIMILAR HARD MATERIALS ",Other: ,Sawing machines,HSN 8465 91 00,18
"Chapter 84 : Nuclear reactors,boilers,machinery and mechanical appliances; parts thereof","MACHINE-TOOLS (INCLUDING MACHINES FOR NAILING, STAPLING, GLUEING OR OTHERWISE ASSEMBLING) FOR WORKING WOOD, CORK, BONE, HARD RUBBER, HARD PLASTICS OR SIMILAR HARD MATERIALS ",Other: ,Drilling or morticing machines,HSN 8465 95 00,18
"Chapter 84 : Nuclear reactors,boilers,machinery and mechanical appliances; parts thereof","MACHINE-TOOLS (INCLUDING MACHINES FOR NAILING, STAPLING, GLUEING OR OTHERWISE ASSEMBLING) FOR WORKING WOOD, CORK, BONE, HARD RUBBER, HARD PLASTICS OR SIMILAR HARD MATERIALS ",,Machining centres,HSN 8465 20 00,18
"Chapter 84 : Nuclear reactors,boilers,machinery and mechanical appliances; parts thereof","MACHINE TOOLS FOR WORKING STONE, CERAMICS, CONCRETE, ASBESTOS CEMENT OR LIKE MINERAL MATERIALS OR FOR COLD WORKING GLASS ",Sawing machine: ,Other,HSN 8464 90 00,
"Chapter 84 : Nuclear reactors,boilers,machinery and mechanical appliances; parts thereof","MACHINE TOOLS FOR WORKING STONE, CERAMICS, CONCRETE, ASBESTOS CEMENT OR LIKE MINERAL MATERIALS OR FOR COLD WORKING GLASS ",Sawing machine: ,Other,HSN 8464 10 90,
"Chapter 84 : Nuclear reactors,boilers,machinery and mechanical appliances; parts thereof","MACHINE-TOOLS (INCLUDING MACHINES FOR NAILING, STAPLING, GLUEING OR OTHERWISE ASSEMBLING) FOR WORKING WOOD, CORK, BONE, HARD RUBBER, HARD PLASTICS OR SIMILAR HARD MATERIALS ",,Machines which can carry out different types of machining operations without tool change between such operations,HSN 8465 10 00,18
